longitude,latitude,Indri_indri cloglog values
49.0833333333333,-15.5833333333333,2.2179922E-5
46.9166666666667,-20.9166666666667,4.2358827E-4
48.25,-16.9166666666667,3.0281285E-6
44.75,-22.4166666666667,7.771377E-9
44.9166666666667,-17.25,4.706555E-6
40.9166666666667,-14.5833333333333,5.570779E-7
44.9166666666667,-23.25,5.7441185E-10
43.75,-20.9166666666667,3.1139045E-8
46.9166666666667,-17.0833333333333,3.2882892E-7
44.75,-17.25,1.721899E-5
46.9166666666667,-19.5833333333333,2.2604747E-6
44.5833333333333,-20.75,1.1320816E-8
45.9166666666667,-25.4166666666667,1.6155273E-7
46.25,-19.25,6.1721505E-7
43.9166666666667,-24.4166666666667,1.4007262E-4
40.0833333333333,-11.25,3.282297E-6
40.25,-15.25,6.479097E-7
45.9166666666667,-21.9166666666667,1.1713071E-6
50.25,-15.9166666666667,1.5538604E-6
45.0833333333333,-25.0833333333333,8.680875E-5
45.75,-20.4166666666667,5.672436E-9
45.75,-18.0833333333333,2.2148987E-7
45.5833333333333,-20.75,2.7879035E-9
44.25,-23.25,7.0828484E-8
44.9166666666667,-16.25,3.1940795E-6
43.75,-21.4166666666667,2.5514428E-9
48.75,-13.9166666666667,5.2920244E-5
47.4166666666667,-15.5833333333333,1.8708309E-7
45.25,-23.5833333333333,1.7823866E-9
44.0833333333333,-18.0833333333333,1.0850885E-5
46.5833333333333,-22.9166666666667,8.09037E-5
47.25,-16.4166666666667,7.4586964E-8
48.9166666666667,-15.75,5.213349E-5
48.75,-14.25,2.0850525E-4
44.25,-17.9166666666667,3.183054E-6
46.75,-22.4166666666667,5.065541E-5
48.75,-19.25,0.004391919
45.25,-17.9166666666667,4.3976033E-8
40.25,-15.0833333333333,8.672723E-7
44.75,-19.4166666666667,4.9361333E-8
40.0833333333333,-13.4166666666667,2.2375032E-6
47.9166666666667,-20.75,0.0011196414
45.4166666666667,-18.25,2.2636964E-6
46.25,-20.9166666666667,1.0328419E-7
48.25,-17.9166666666667,1.9141592E-6
47.75,-19.4166666666667,1.1563451E-4
49.5833333333333,-16.0833333333333,5.3220126E-4
48.9166666666667,-13.25,5.758355E-6
47.0833333333333,-20.75,3.117131E-4
55.75,-21.25,6.6087524E-10
44.9166666666667,-16.4166666666667,3.3698752E-6
44.4166666666667,-19.4166666666667,1.5166627E-6
44.25,-20.9166666666667,2.1318328E-8
45.25,-24.9166666666667,8.0675054E-5
45.0833333333333,-22.0833333333333,1.9624396E-8
48.5833333333333,-18.0833333333333,7.914088E-4
40.4166666666667,-11.75,4.515289E-7
45.5833333333333,-23.25,4.067997E-8
48.9166666666667,-15.4166666666667,3.1284155E-5
48.5833333333333,-15.5833333333333,1.7099903E-5
49.0833333333333,-13.0833333333333,2.9204657E-5
57.5833333333333,-19.9166666666667,3.7459998E-8
45.0833333333333,-18.5833333333333,1.3382361E-8
40.0833333333333,-10.4166666666667,2.3044925E-6
48.25,-14.75,1.2163706E-4
57.5833333333333,-20.4166666666667,1.6929567E-7
49.75,-13.25,8.756435E-6
46.5833333333333,-16.25,5.86251E-7
44.5833333333333,-20.9166666666667,1.4845805E-8
49.0833333333333,-14.0833333333333,1.9438265E-5
48.4166666666667,-20.0833333333333,2.9919753E-4
49.0833333333333,-17.75,0.001538957
48.9166666666667,-16.4166666666667,1.7910248E-4
47.25,-20.5833333333333,4.2282022E-4
45.0833333333333,-19.4166666666667,4.6900624E-8
47.0833333333333,-22.4166666666667,4.347294E-5
46.25,-20.0833333333333,3.106214E-7
40.0833333333333,-10.9166666666667,5.329906E-6
48.9166666666667,-13.4166666666667,7.602281E-5
46.9166666666667,-24.75,1.6763754E-6
49.75,-14.5833333333333,4.960146E-4
45.9166666666667,-23.25,1.3669141E-5
46.4166666666667,-22.9166666666667,2.7392423E-4
47.25,-20.0833333333333,7.8451406E-4
48.4166666666667,-15.4166666666667,0.0013801515
46.5833333333333,-23.9166666666667,2.4312659E-4
45.5833333333333,-23.75,5.9714127E-9
45.75,-17.5833333333333,2.971099E-8
45.0833333333333,-18.0833333333333,5.806162E-8
46.4166666666667,-21.4166666666667,1.2949025E-6
48.9166666666667,-17.9166666666667,0.001002678
48.25,-16.4166666666667,3.6469687E-6
45.9166666666667,-16.9166666666667,1.0550236E-6
45.9166666666667,-24.9166666666667,5.410888E-6
48.75,-16.25,1.4665214E-4
48.9166666666667,-12.4166666666667,6.2787285E-6
48.4166666666667,-15.0833333333333,4.1214674E-4
45.75,-15.9166666666667,4.823391E-6
44.75,-24.25,3.5085945E-5
45.5833333333333,-22.9166666666667,1.1331306E-7
46.75,-22.25,1.0813037E-4
43.75,-23.5833333333333,3.075359E-5
44.4166666666667,-16.5833333333333,1.38037E-6
43.5833333333333,-11.9166666666667,5.9655363E-6
45.25,-24.4166666666667,3.3612447E-5
49.25,-15.25,1.06716136E-4
40.25,-15.5833333333333,1.1474623E-7
49.25,-16.0833333333333,1.0358924E-4
44.4166666666667,-17.0833333333333,4.0681184E-6
40.5833333333333,-14.5833333333333,1.4417118E-6
43.75,-12.25,1.2640045E-4
47.25,-19.9166666666667,2.3403589E-4
43.75,-21.9166666666667,3.7944474E-8
48.75,-16.0833333333333,6.6585635E-5
55.5833333333333,-20.9166666666667,1.0665795E-7
47.75,-13.5833333333333,2.292872E-7
44.25,-20.4166666666667,1.8073558E-7
49.5833333333333,-16.25,0.0010771325
46.9166666666667,-17.5833333333333,1.5883741E-6
47.9166666666667,-22.75,1.3367584E-6
43.5833333333333,-22.4166666666667,2.439028E-10
46.5833333333333,-17.4166666666667,1.2590797E-7
46.75,-18.9166666666667,1.1475524E-5
48.4166666666667,-17.9166666666667,1.3135071E-5
45.25,-16.0833333333333,4.0396985E-6
45.9166666666667,-21.75,1.2150903E-6
47.0833333333333,-21.75,1.5018681E-4
43.9166666666667,-22.25,1.412728E-8
49.5833333333333,-13.4166666666667,9.684896E-6
43.4166666666667,-21.9166666666667,4.368483E-8
45.4166666666667,-22.4166666666667,8.0913004E-8
45.0833333333333,-16.75,6.2576914E-6
47.0833333333333,-19.75,7.404012E-5
48.9166666666667,-12.75,2.2745494E-6
46.0833333333333,-18.75,1.9805645E-7
44.4166666666667,-12.0833333333333,2.1286449E-5
46.4166666666667,-17.5833333333333,2.727531E-7
45.0833333333333,-23.75,1.979186E-8
46.25,-21.4166666666667,8.417854E-7
46.25,-22.0833333333333,3.7628838E-6
40.5833333333333,-14.9166666666667,2.2768079E-7
45.0833333333333,-19.9166666666667,8.182203E-9
40.75,-14.5833333333333,9.739863E-7
49.5833333333333,-15.5833333333333,6.314287E-4
49.75,-15.5833333333333,3.0462688E-4
44.4166666666667,-17.75,7.480854E-6
47.4166666666667,-24.0833333333333,2.3603781E-4
46.25,-18.0833333333333,1.16023095E-7
46.9166666666667,-23.5833333333333,0.007170816
45.0833333333333,-17.9166666666667,7.431309E-8
47.4166666666667,-16.4166666666667,1.248579E-7
46.5833333333333,-16.4166666666667,5.6210143E-7
49.5833333333333,-13.9166666666667,9.365865E-5
45.75,-21.9166666666667,5.492738E-7
46.5833333333333,-21.25,4.015286E-6
49.9166666666667,-13.9166666666667,3.6667293E-6
45.9166666666667,-17.75,2.0197858E-7
45.75,-20.0833333333333,3.5463406E-9
44.25,-23.0833333333333,6.413802E-9
49.25,-12.0833333333333,3.7196671E-6
47.5833333333333,-15.75,2.1709894E-7
48.75,-19.9166666666667,2.7765462E-5
47.5833333333333,-14.75,2.3919359E-4
47.4166666666667,-18.0833333333333,1.7759163E-6
45.25,-19.75,4.223473E-9
49.4166666666667,-13.25,3.928633E-6
50.4166666666667,-15.25,5.6550068E-8
47.9166666666667,-21.5833333333333,5.2305736E-4
46.0833333333333,-19.75,9.725514E-8
48.9166666666667,-17.0833333333333,3.1033705E-4
48.9166666666667,-12.25,4.872545E-7
46.5833333333333,-19.25,1.9131821E-6
44.9166666666667,-24.0833333333333,3.852861E-6
48.9166666666667,-18.0833333333333,7.7843154E-4
44.0833333333333,-20.4166666666667,2.4204766E-7
43.25,-11.4166666666667,4.2774158E-5
49.0833333333333,-16.4166666666667,1.1053507E-4
45.75,-19.0833333333333,7.759001E-8
45.4166666666667,-19.9166666666667,5.319015E-10
49.25,-18.0833333333333,2.4713796E-5
44.75,-23.0833333333333,9.029535E-10
45.75,-22.0833333333333,8.1209134E-7
44.5833333333333,-21.75,1.1790731E-8
47.4166666666667,-21.5833333333333,9.3522E-5
49.5833333333333,-16.75,1.0553854E-5
48.9166666666667,-14.5833333333333,8.3380455E-6
46.5833333333333,-21.9166666666667,8.619317E-6
44.75,-22.25,1.7551521E-8
48.25,-21.4166666666667,4.873717E-6
45.75,-22.9166666666667,6.4832625E-7
48.9166666666667,-17.75,3.1516523E-4
43.9166666666667,-12.4166666666667,1.3607261E-5
45.75,-21.0833333333333,1.3654798E-8
46.75,-23.75,6.124383E-4
44.0833333333333,-20.5833333333333,3.6233064E-7
48.0833333333333,-21.0833333333333,4.6762446E-4
46.25,-17.25,1.5197006E-6
45.25,-20.4166666666667,5.653559E-10
45.25,-16.4166666666667,3.3901829E-6
47.5833333333333,-22.0833333333333,2.065613E-4
47.9166666666667,-21.25,7.387681E-4
45.0833333333333,-23.0833333333333,1.3160104E-8
49.0833333333333,-15.4166666666667,8.5282234E-5
45.4166666666667,-22.9166666666667,2.23698E-8
49.75,-16.4166666666667,2.3933726E-4
43.25,-22.75,1.721444E-7
46.0833333333333,-16.25,2.7737375E-5
45.0833333333333,-17.75,9.866245E-8
45.5833333333333,-19.9166666666667,1.0089144E-9
44.4166666666667,-21.75,2.5837045E-8
45.0833333333333,-23.9166666666667,1.9512999E-7
46.9166666666667,-22.4166666666667,3.426087E-4
45.0833333333333,-20.4166666666667,8.717008E-10
49.75,-14.0833333333333,8.0876714E-5
46.25,-19.0833333333333,4.909899E-7
46.25,-15.9166666666667,1.9294998E-6
55.75,-21.4166666666667,2.3444335E-10
44.75,-19.9166666666667,3.4214473E-8
45.75,-23.4166666666667,4.2627087E-7
44.9166666666667,-19.75,7.706748E-8
45.0833333333333,-22.75,6.0911765E-9
40.4166666666667,-13.5833333333333,9.208351E-7
46.0833333333333,-17.25,3.8057008E-6
44.4166666666667,-12.4166666666667,4.477247E-5
48.0833333333333,-20.25,0.0010905534
46.5833333333333,-17.0833333333333,7.20195E-8
45.9166666666667,-17.5833333333333,4.330812E-8
48.5833333333333,-18.9166666666667,0.36866334
50.25,-14.75,1.13850135E-7
44.9166666666667,-22.25,1.877899E-8
46.4166666666667,-20.9166666666667,4.6316967E-7
45.4166666666667,-20.75,5.773499E-9
46.25,-15.75,3.880584E-7
48.75,-19.4166666666667,0.0049863835
45.0833333333333,-25.4166666666667,1.5893758E-5
48.25,-14.0833333333333,1.11752925E-4
49.25,-16.9166666666667,0.0013761995
43.9166666666667,-23.25,1.0990241E-6
44.75,-23.25,2.5990172E-9
46.5833333333333,-21.4166666666667,3.944442E-6
46.25,-23.9166666666667,1.5337503E-4
46.75,-19.4166666666667,1.699269E-5
46.25,-24.5833333333333,1.0141646E-6
44.4166666666667,-18.25,1.7306425E-6
46.4166666666667,-20.25,2.561308E-6
45.4166666666667,-23.5833333333333,5.171107E-9
46.25,-18.25,2.0641193E-7
46.75,-16.5833333333333,7.6100264E-8
48.25,-21.5833333333333,8.108635E-6
45.5833333333333,-18.5833333333333,2.581595E-7
47.0833333333333,-19.9166666666667,0.0011483915
44.0833333333333,-21.9166666666667,4.914127E-9
46.9166666666667,-19.0833333333333,2.627018E-5
44.5833333333333,-17.0833333333333,3.6149456E-6
48.9166666666667,-16.25,5.4635137E-5
48.0833333333333,-19.4166666666667,0.010610409
47.25,-16.25,4.1588714E-7
55.75,-21.0833333333333,4.1261767E-9
43.25,-22.4166666666667,6.132124E-8
45.0833333333333,-17.4166666666667,2.889802E-6
44.25,-22.9166666666667,5.0838445E-9
47.9166666666667,-16.4166666666667,3.870234E-6
46.9166666666667,-17.9166666666667,7.3160777E-7
49.9166666666667,-12.9166666666667,8.0920825E-7
48.75,-18.5833333333333,0.011528423
40.25,-11.0833333333333,2.0182244E-6
45.75,-16.25,8.788933E-6
48.0833333333333,-15.9166666666667,1.6370509E-6
45.9166666666667,-20.4166666666667,8.0237044E-8
44.9166666666667,-23.9166666666667,5.4610456E-7
44.0833333333333,-24.0833333333333,1.6105236E-5
46.4166666666667,-21.0833333333333,4.55218E-7
48.4166666666667,-13.5833333333333,5.0338798E-8
46.9166666666667,-24.0833333333333,1.8894103E-4
45.75,-17.75,2.387603E-7
48.5833333333333,-20.5833333333333,2.5985113E-5
49.4166666666667,-18.0833333333333,3.1419536E-6
46.25,-17.75,2.699228E-7
47.75,-20.75,0.001184645
46.0833333333333,-17.75,1.986561E-7
47.4166666666667,-21.75,1.9978931E-4
44.5833333333333,-18.4166666666667,2.3319662E-6
49.0833333333333,-16.0833333333333,3.5819194E-5
44.25,-24.9166666666667,1.0690017E-4
48.25,-20.5833333333333,3.659486E-4
44.5833333333333,-19.0833333333333,1.3003475E-7
44.4166666666667,-23.9166666666667,2.6405944E-5
49.75,-13.9166666666667,1.1492915E-4
43.4166666666667,-11.9166666666667,8.103114E-5
45.25,-23.25,9.454056E-10
48.0833333333333,-13.75,1.1878427E-6
40.4166666666667,-15.4166666666667,1.7454661E-7
46.25,-18.75,4.2639223E-7
47.9166666666667,-21.4166666666667,6.278415E-4
46.75,-23.25,4.3306852E-4
43.9166666666667,-23.75,5.0615057E-5
40.75,-14.25,1.635356E-6
46.5833333333333,-18.4166666666667,5.488134E-7
50.4166666666667,-15.5833333333333,2.016042E-7
45.4166666666667,-25.25,2.9652088E-4
48.9166666666667,-19.4166666666667,2.7510306E-4
45.5833333333333,-16.5833333333333,2.8382005E-6
44.0833333333333,-23.5833333333333,2.3182558E-5
49.5833333333333,-14.9166666666667,0.0033734676
47.75,-17.75,1.1144154E-5
47.9166666666667,-17.25,3.3996375E-6
46.4166666666667,-25.0833333333333,6.029333E-8
40.9166666666667,-14.75,3.1803242E-7
47.4166666666667,-17.0833333333333,6.03564E-7
48.25,-18.0833333333333,4.486359E-5
45.5833333333333,-22.5833333333333,1.7887221E-7
47.75,-16.25,4.91953E-7
45.4166666666667,-18.5833333333333,9.445979E-7
47.25,-22.25,4.1097155E-5
45.9166666666667,-21.4166666666667,1.9252977E-7
45.4166666666667,-20.4166666666667,5.787497E-10
46.5833333333333,-15.4166666666667,5.0556023E-6
45.75,-16.0833333333333,7.2382727E-6
45.4166666666667,-18.4166666666667,1.5538327E-6
48.4166666666667,-18.5833333333333,0.07699054
44.5833333333333,-20.0833333333333,1.04934344E-7
44.25,-20.75,1.7924195E-7
48.75,-17.75,2.64291E-4
49.5833333333333,-12.5833333333333,9.467097E-7
47.9166666666667,-16.75,5.835276E-6
47.0833333333333,-21.0833333333333,3.7095087E-4
43.9166666666667,-23.4166666666667,9.499665E-6
44.75,-19.25,3.261944E-8
44.4166666666667,-20.75,1.6328494E-8
45.25,-22.9166666666667,1.9538051E-8
46.75,-23.0833333333333,1.8267291E-4
49.25,-17.9166666666667,1.8380141E-4
49.25,-12.5833333333333,2.9351928E-5
48.25,-19.5833333333333,0.003007619
48.9166666666667,-18.25,0.0019933116
46.0833333333333,-23.4166666666667,4.778815E-5
49.5833333333333,-12.9166666666667,3.2463984E-6
44.0833333333333,-22.25,6.4874484E-8
46.0833333333333,-18.0833333333333,1.3952722E-7
44.75,-21.0833333333333,3.6014178E-9
45.75,-16.5833333333333,2.2356988E-5
44.9166666666667,-19.4166666666667,1.38753276E-8
45.75,-21.75,7.492019E-7
49.25,-12.4166666666667,3.822281E-5
46.5833333333333,-19.0833333333333,2.0513025E-6
49.4166666666667,-15.25,7.877978E-4
40.5833333333333,-12.25,3.598494E-7
49.9166666666667,-14.5833333333333,2.6651227E-5
46.0833333333333,-22.25,8.364419E-7
40.0833333333333,-12.9166666666667,2.4578972E-6
54.5833333333333,-15.9166666666667,2.644851E-11
48.5833333333333,-15.0833333333333,4.65259E-4
47.0833333333333,-16.25,8.516725E-6
40.0833333333333,-11.75,1.2994597E-6
48.25,-18.9166666666667,0.024699673
44.4166666666667,-22.25,3.6890233E-9
48.9166666666667,-19.25,4.990203E-5
47.0833333333333,-17.9166666666667,2.4219828E-6
47.0833333333333,-24.9166666666667,5.6398044E-8
45.4166666666667,-23.4166666666667,4.739378E-9
40.0833333333333,-14.0833333333333,1.0051853E-5
47.5833333333333,-20.5833333333333,0.003958084
45.9166666666667,-21.25,2.60855E-7
44.0833333333333,-18.4166666666667,1.175892E-5
48.9166666666667,-12.5833333333333,6.907102E-6
47.4166666666667,-18.25,6.236028E-6
47.25,-22.9166666666667,2.1354062E-4
45.4166666666667,-15.9166666666667,2.5997763E-6
46.0833333333333,-16.4166666666667,1.220099E-5
44.5833333333333,-22.25,1.6424779E-9
47.75,-17.25,1.2591145E-6
49.75,-13.4166666666667,1.2769588E-5
48.5833333333333,-19.0833333333333,0.042130418
46.75,-18.75,1.7974746E-5
45.75,-17.25,1.2805889E-7
44.9166666666667,-20.4166666666667,1.8760241E-8
44.75,-20.9166666666667,1.4603467E-9
40.4166666666667,-14.5833333333333,3.876617E-6
45.25,-12.75,3.109922E-6
49.4166666666667,-17.75,3.705822E-6
46.9166666666667,-18.75,4.8822298E-5
48.4166666666667,-20.9166666666667,7.7479166E-7
48.75,-16.5833333333333,7.5879815E-4
48.0833333333333,-20.75,9.519278E-4
46.4166666666667,-17.4166666666667,1.1791821E-7
45.0833333333333,-24.5833333333333,2.6777663E-5
48.5833333333333,-16.25,2.1434615E-5
46.9166666666667,-15.5833333333333,4.056417E-6
47.25,-21.0833333333333,3.0613085E-4
43.9166666666667,-22.9166666666667,6.1790196E-8
47.0833333333333,-17.4166666666667,3.1873449E-6
47.75,-10.0833333333333,4.8091753E-9
44.25,-17.75,7.989785E-6
47.0833333333333,-17.0833333333333,1.7203319E-6
45.9166666666667,-25.0833333333333,1.1279506E-5
48.9166666666667,-13.0833333333333,2.8567265E-5
46.75,-19.75,5.6853874E-5
45.25,-24.5833333333333,1.0585448E-5
49.5833333333333,-13.5833333333333,1.564214E-5
44.5833333333333,-21.5833333333333,3.3215656E-8
49.4166666666667,-15.4166666666667,9.600404E-4
47.25,-23.9166666666667,3.390026E-5
46.9166666666667,-21.75,7.9267187E-4
47.9166666666667,-18.5833333333333,5.682603E-4
48.5833333333333,-12.75,2.3009359E-6
44.25,-21.0833333333333,3.3858156E-9
40.5833333333333,-12.75,2.9207365E-7
46.5833333333333,-17.9166666666667,3.1838692E-7
40.25,-14.5833333333333,8.478856E-6
44.9166666666667,-20.25,9.199932E-9
46.75,-15.9166666666667,8.32354E-7
45.5833333333333,-24.5833333333333,7.8541194E-7
45.9166666666667,-21.0833333333333,1.3941597E-7
47.75,-22.0833333333333,2.7373718E-4
40.75,-14.75,6.090833E-7
45.5833333333333,-20.4166666666667,1.1642631E-10
44.4166666666667,-17.4166666666667,6.3750613E-6
47.4166666666667,-18.75,3.721465E-4
49.0833333333333,-14.75,1.58531E-4
46.5833333333333,-20.9166666666667,4.157755E-5
47.9166666666667,-13.9166666666667,1.4933393E-6
44.9166666666667,-19.0833333333333,3.3891155E-7
45.75,-20.9166666666667,6.78108E-9
47.25,-24.5833333333333,4.1692715E-6
44.75,-25.4166666666667,1.376566E-5
46.4166666666667,-19.75,7.2578854E-7
44.4166666666667,-16.4166666666667,1.9937124E-6
44.9166666666667,-23.5833333333333,1.9579363E-9
40.4166666666667,-15.5833333333333,6.396167E-8
46.75,-23.5833333333333,7.383238E-4
46.25,-19.4166666666667,4.6941565E-7
45.25,-17.0833333333333,1.5926045E-6
45.4166666666667,-24.0833333333333,1.8596243E-7
40.25,-10.4166666666667,7.205225E-7
40.25,-13.9166666666667,6.13379E-6
44.9166666666667,-22.0833333333333,2.2414982E-8
44.5833333333333,-22.0833333333333,5.601967E-9
