"","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"background",47.4166666666667,-17.4166666666667,22.6871356964111,12.8936042785645,68.0760498046875,198.508682250977,31.7002506256104,12.7602500915527,18.9400005340576,24.4151668548584,19.8771667480469,24.5785007476807,19.8771667480469,1578,424,2,119.151664733887,1059,7,851,7
"background",48.0833333333333,-20.0833333333333,21.3773231506348,10.2569379806519,62.7402839660645,257.509552001953,29.2607498168945,12.9125003814697,16.3482494354248,24.076208114624,19.3833751678467,24.176082611084,18.0636253356934,2143,364,50,68.4358673095703,1058,189,989,268
"background",45.5833333333333,-16.25,26.3839378356934,12.0785007476807,70.7368774414062,146.274063110352,33.7642517089844,16.6889991760254,17.075252532959,27.2476654052734,24.2445411682129,27.6422920227051,24.2445411682129,1370,421,3,126.721328735352,987,13,701,13
"background",49.0833333333333,-14.25,16.3992080688477,11.5382499694824,70.177604675293,211.900177001953,24.3454990386963,7.90399980545044,16.441499710083,18.4998340606689,13.5559167861938,18.4998340606689,13.5559167861938,1424,295,15,97.6616821289062,842,58,842,58
"background",48.75,-17.0833333333333,18.786958694458,10.8045835494995,65.124137878418,250.919784545898,26.66575050354,10.0749998092651,16.5907516479492,21.3462905883789,16.7107925415039,21.4685001373291,15.5911245346069,1276,267,19,87.9636383056641,714,90,703,107
"background",46.0833333333333,-23.75,21.2866554260254,13.4563131332397,67.0995559692383,274.423370361328,30.3584995269775,10.3042497634888,20.0542488098145,24.0949172973633,17.4794578552246,24.0949172973633,17.4794578552246,907,212,10,102.880195617676,572,33,572,33
"background",49.0833333333333,-12.5833333333333,23.2066669464111,9.58866691589355,71.0574264526367,128.931274414062,29.5902500152588,16.0960006713867,13.4942493438721,24.1857490539551,22.2597923278809,24.3011665344238,21.3808746337891,1350,349,9,113.910675048828,892,41,632,47
"background",40.5833333333333,-11.9166666666667,25.7900009155273,9.61333274841309,72.8282852172852,134.895385742188,32.1399993896484,18.9400005340576,13.1999988555908,27.156665802002,24.6755561828613,27.1777782440186,24.0177783966064,1014,222,4,98.5192794799805,608,20,534,39
"background",48.5833333333333,-13.5833333333333,25.7669677734375,9.85021495819092,70.9255142211914,140.514251708984,31.679069519043,17.7909564971924,13.8881130218506,26.7779064178467,23.7801036834717,27.0157623291016,23.7801036834717,2061,491,23,98.925910949707,1256,82,870,82
"background",47.4166666666667,-18.25,20.5025100708008,12.3066453933716,66.282356262207,230.623138427734,28.9675006866455,10.4005002975464,18.5670013427734,22.6208324432373,17.2437496185303,22.6208324432373,17.2437496185303,1433,348,9,107.082931518555,912,27,912,27
"background",46.75,-17.5833333333333,24.0269794464111,13.0382089614868,69.4204788208008,168.024765014648,32.7540016174316,13.9724998474121,18.7815017700195,25.1982078552246,21.5750007629395,25.5911674499512,21.5750007629395,1647,412,2,114.537696838379,1079,9,513,9
"background",43.75,-23.5833333333333,25.0108661651611,14.2178449630737,65.7813873291016,310.898406982422,34.3381614685059,12.7243814468384,21.6137809753418,28.1574802398682,21.775972366333,28.1945819854736,20.8093643188477,555,140,4,108.018058776855,372,16,323,18
"background",46.9166666666667,-23.5833333333333,19.2762603759766,10.9821453094482,62.3401145935059,272.507385253906,27.2237491607666,9.60725021362305,17.6164989471436,22.1533756256104,16.2699165344238,22.1533756256104,15.6103754043579,1520,289,32,77.7768325805664,804,129,804,146
"background",47.25,-24.5833333333333,23.404857635498,11.628849029541,64.6530380249023,254.732269287109,31.5322875976562,13.5457401275635,17.9865474700928,26.2800445556641,21.6851272583008,26.2800445556641,20.0612850189209,1596,238,50,49.7110862731934,661,208,661,260
"background",47.25,-23.5833333333333,21.9250316619873,10.8204374313354,62.2902412414551,258.737091064453,29.673999786377,12.3030004501343,17.3709983825684,24.5728340148926,18.8947925567627,24.683292388916,18.4502086639404,1917,367,50,74.1294479370117,981,182,973,204
"background",45.4166666666667,-22.4166666666667,22.0066032409668,13.2697086334229,62.4993629455566,273.453552246094,31.839750289917,10.6079998016357,21.2317504882812,24.4502086639404,18.1102504730225,24.6334571838379,18.1102504730225,811,202,3,106.34349822998,529,12,451,12
"background",46.0833333333333,-21.5833333333333,21.8750095367432,12.8895626068115,62.1445808410645,270.851806640625,31.5399990081787,10.7987499237061,20.7412490844727,24.4188747406006,18.0614166259766,24.5095405578613,18.0614166259766,965,270,3,118.060134887695,668,14,591,14
"background",45.4166666666667,-22.0833333333333,24.2532920837402,14.0950002670288,62.5485343933105,283.041015625,34.6962509155273,12.1617498397827,22.5345001220703,26.7614574432373,20.2547092437744,27.0135841369629,20.2547092437744,798,209,2,113.07975769043,544,11,463,11
"background",59.4166666666667,-16.75,25.1708335876465,4.20833301544189,47.2846450805664,174.557312011719,29.6000003814697,20.7000007629395,8.89999961853027,27.1499996185303,24.1000003814697,27.1499996185303,22.9166679382324,941,179,26,67.8991928100586,469,81,469,114
"background",46.0833333333333,-18.25,22.941333770752,13.1490831375122,66.8169937133789,187.769775390625,31.7027492523193,12.0235004425049,19.6792488098145,24.3254165649414,20.1692085266113,24.5287494659424,20.1692085266113,1700,384,6,106.451187133789,1035,21,540,21
"background",44.9166666666667,-25.4166666666667,23.9456005096436,12.20592212677,61.7331161499023,302.219085693359,33.0944175720215,13.3223352432251,19.7720832824707,27.2901859283447,20.6677665710449,27.2901859283447,20.0082912445068,422,86,10,78.1505355834961,233,33,233,47
"background",40.4166666666667,-11.0833333333333,25.1462535858154,9.53910636901855,70.8968276977539,147.525619506836,31.3677577972412,17.9128456115723,13.4549121856689,26.6599922180176,23.2688503265381,26.6599922180176,23.2381610870361,1073,207,10,86.6845092773438,558,38,558,47
"background",45.9166666666667,-16.5833333333333,26.109561920166,12.3158750534058,70.0093841552734,146.901718139648,33.9342498779297,16.3425006866455,17.5917491912842,26.8997497558594,24.3573741912842,27.4779987335205,23.9412078857422,1520,450,2,123.756790161133,1067,11,371,12
"background",47.9166666666667,-13.75,25.6133480072021,9.39608287811279,70.8389892578125,123.80150604248,31.4283332824707,18.1643333435059,13.2639999389648,26.4435005187988,23.8903884887695,26.7894992828369,23.8903884887695,1984,498,19,99.5894317626953,1208,66,816,66
"background",44.9166666666667,-16.0833333333333,26.761905670166,10.5130958557129,69.788215637207,146.758148193359,33.2071418762207,18.1428565979004,15.0642852783203,27.7416667938232,24.6559524536133,28,24.6559524536133,1231,394,1,134.722030639648,931,7,620,7
"background",47.9166666666667,-17.25,21.7459163665771,12.7862501144409,68.1787872314453,216.973602294922,30.7192497253418,11.9652500152588,18.753999710083,23.8192501068115,18.7486248016357,23.8192501068115,18.7486248016357,1278,341,3,118.998725891113,858,10,858,10
"background",45.0833333333333,-25.0833333333333,24.163782119751,13.3838129043579,63.7673568725586,313.671173095703,33.538501739502,12.5500001907349,20.9885025024414,27.4869594573975,20.8513336181641,27.4869594573975,19.9740009307861,454,93,7,85.4689712524414,266,26,266,38
"background",50.0833333333333,-16.75,24.6574993133545,6.83666658401489,60.8786125183105,182.920669555664,30.3599987030029,19.1300010681152,11.2299976348877,26.3766670227051,23.9050006866455,26.7766666412354,22.3683338165283,3003,454,78,47.3308296203613,1207,298,1174,529
"background",45.25,-20.25,25.872989654541,13.8856039047241,64.6601486206055,225.396179199219,35.2142486572266,13.7395000457764,21.4747486114502,27.6477928161621,22.629207611084,27.863374710083,22.629207611084,1145,314,3,119.435363769531,795,10,627,10
"background",48.5833333333333,-17.5833333333333,20.0020313262939,12.0101871490479,67.5108947753906,246.532897949219,28.5639991760254,10.7740001678467,17.7899990081787,22.5459175109863,16.9148750305176,22.5459175109863,16.7801666259766,1168,262,8,103.642974853516,717,42,717,51
"background",47.0833333333333,-15.4166666666667,26.4672088623047,11.1647701263428,65.0529022216797,177.048645019531,33.9276428222656,16.7650413513184,17.1626014709473,27.6628723144531,23.9575881958008,28.0115184783936,23.9575881958008,1486,453,4,127.110481262207,1068,15,774,15
"background",56.75,-10.4166666666667,26.1573715209961,6.10833311080933,72.585319519043,88.9561157226562,30.3769226074219,21.9615383148193,8.41538429260254,26.7961540222168,25.3474349975586,27.0717945098877,24.957691192627,1535,266,44,57.3799362182617,686,166,568,180
"background",44.4166666666667,-22.4166666666667,23.5049381256104,14.5399169921875,65.1189270019531,272.342529296875,33.6837501525879,11.3555002212524,22.3282508850098,26.0677909851074,19.6833324432373,26.1694164276123,19.6833324432373,781,205,4,111.882102966309,527,15,449,15
"background",45.75,-24.4166666666667,23.6753120422363,14.4042081832886,66.6013565063477,292.517242431641,33.273250579834,11.6457500457764,21.6275005340576,26.7636661529541,20.7119159698486,26.7636661529541,19.6970405578613,702,153,8,94.9123382568359,429,29,429,39
"background",46.5833333333333,-23.75,20.1605625152588,12.3343753814697,64.437873840332,280.195770263672,28.8432502746582,9.70174980163574,19.1415004730225,23.0772914886475,17.1998329162598,23.0772914886475,16.3247509002686,1209,253,19,87.3222198486328,687,77,687,89
"background",43.25,-22.25,24.8916454315186,12.4193315505981,65.0676345825195,266.312255859375,32.9527931213379,13.8659896850586,19.0868034362793,27.7709808349609,21.9923858642578,27.7709808349609,21.3418769836426,529,153,2,121.127807617188,380,9,380,10
"background",57.4166666666667,-20.5833333333333,23.4705352783203,6.27202367782593,54.4041748046875,207.506622314453,29.2285709381104,17.7000007629395,11.5285701751709,25.908332824707,22.4619045257568,25.908332824707,20.8940486907959,1615,252,53,52.8316764831543,691,176,691,228
"background",49.5833333333333,-16.25,22.7622604370117,8.81797885894775,64.5143280029297,215.174850463867,29.6542491912842,15.9860000610352,13.668249130249,25.2060832977295,21.9484996795654,25.2060832977295,20.0443744659424,2296,347,76,53.6137809753418,1022,273,1022,333
"background",48.75,-18.5833333333333,22.0524578094482,9.98629093170166,63.1284637451172,245.159851074219,29.5779991149902,13.7589998245239,15.8189992904663,24.7118759155273,19.8849582672119,24.7118759155273,18.8662071228027,2330,404,69,61.3984451293945,1129,269,1129,330
"background",47.25,-23.0833333333333,22.3351154327393,10.2212295532227,61.1070861816406,255.391571044922,29.7627506256104,13.03600025177,16.726749420166,24.9930839538574,19.4099998474121,25.0907497406006,18.9382495880127,2023,359,53,72.4072494506836,1028,199,1005,228
"background",49.4166666666667,-15.9166666666667,21.0255832672119,9.57258319854736,64.611946105957,231.460327148438,28.339750289917,13.5242500305176,14.8155002593994,23.5488758087158,18.8576259613037,23.5488758087158,17.9886245727539,1951,334,53,66.2481689453125,959,189,959,222
"background",50.0833333333333,-15.9166666666667,23.9932193756104,7.29763078689575,59.5581970214844,201.54264831543,30.3250007629395,18.0720596313477,12.2529411315918,25.9696083068848,23.068790435791,26.3830871582031,21.4858665466309,3032,412,99,41.337516784668,1148,342,1099,566
"background",45.9166666666667,-21.9166666666667,22.3651351928711,12.8284788131714,61.5902519226074,277.463409423828,32.1184997558594,11.2897500991821,20.8287506103516,24.9547500610352,18.4644165039062,25.0820007324219,18.4644165039062,859,239,2,117.946548461914,600,10,528,10
"background",43.9166666666667,-22.25,23.7823238372803,13.6333541870117,65.5363082885742,266.520324707031,32.9462509155273,12.143500328064,20.8027496337891,26.4351673126221,20.0713748931885,26.4351673126221,20.0713748931885,813,204,3,111.503677368164,547,12,547,12
"background",40.0833333333333,-12.4166666666667,25.5459575653076,10.466833114624,76.849006652832,111.531295776367,32.0519981384277,18.431999206543,13.6199989318848,26.4825820922852,24.8905830383301,26.6062088012695,23.9507503509521,1032,238,3,105.994438171387,648,14,436,24
"background",49.5833333333333,-14.9166666666667,19.7659893035889,9.96581172943115,65.5602416992188,227.877853393555,27.1679992675781,11.9670000076294,15.2009992599487,22.1480827331543,17.6557922363281,22.1480827331543,16.6766242980957,2005,318,51,61.8467407226562,933,196,933,224
"background",49.9166666666667,-16.9166666666667,24.6187324523926,6.82459402084351,61.1513862609863,180.638137817383,30.2235774993896,19.0634155273438,11.1601619720459,26.2930908203125,23.9249324798584,26.6815719604492,22.3373985290527,3197,483,74,48.9482727050781,1307,303,1236,542
"background",44.25,-22.5833333333333,22.2530632019043,14.1564168930054,64.6419067382812,276.979125976562,32.2247505187988,10.3249998092651,21.8997497558594,24.8856258392334,18.3833751678467,24.9268341064453,18.3833751678467,774,200,4,111.056121826172,519,15,442,15
"background",47.25,-20.5833333333333,16.5014801025391,11.123833656311,62.9745979309082,268.916320800781,24.7102508544922,7.0462498664856,17.6640014648438,19.2462921142578,12.8287916183472,19.2462921142578,12.8287916183472,1452,287,25,85.6747207641602,790,78,790,78
"background",45.9166666666667,-23.4166666666667,22.2301139831543,14.1528959274292,65.6335754394531,288.080291748047,32.0219993591309,10.4584999084473,21.5634994506836,25.0740413665771,18.253833770752,25.0740413665771,18.253833770752,841,207,6,105.784080505371,541,23,541,23
"background",45.5833333333333,-24.5833333333333,23.5885009765625,14.426417350769,66.9687881469727,295.399475097656,33.1660003662109,11.6239995956421,21.5419998168945,26.683708190918,20.578125,26.683708190918,19.6144161224365,621,129,7,92.8509826660156,378,25,378,37
"background",47.75,-21.0833333333333,21.8016242980957,9.3943338394165,61.1152687072754,246.102554321289,28.8617496490479,13.4902496337891,15.3715000152588,24.4112911224365,19.9914588928223,24.4784164428711,18.5774574279785,2340,417,65,69.3710403442383,1190,231,1094,292
"background",46.9166666666667,-21.0833333333333,19.0413227081299,11.6291036605835,63.1030540466309,261.993133544922,27.472749710083,9.04399967193604,18.4287490844727,21.6884174346924,16.0277500152588,21.6884174346924,15.3904161453247,1235,273,16,96.5126342773438,731,54,731,55
"background",46.9166666666667,-17.4166666666667,24.8226451873779,12.7810411453247,70.0292663574219,163.705184936523,33.3662490844727,15.1152496337891,18.2509994506836,25.9575824737549,22.4406261444092,26.3846244812012,22.4406261444092,1615,416,1,117.945503234863,1082,6,476,6
"background",45.75,-17.4166666666667,23.8191242218018,13.1949577331543,68.2174453735352,166.125915527344,32.4539985656738,13.111499786377,19.3424987792969,24.9019165039062,21.3899993896484,25.3488330841064,21.3899993896484,1572,404,2,109.286346435547,988,16,475,16
"background",44.4166666666667,-18.5833333333333,26.2349166870117,12.4229593276978,66.6047821044922,182.058822631836,34.0670013427734,15.4152498245239,18.6517524719238,27.6482086181641,23.5706672668457,27.8395004272461,23.5706672668457,1145,322,2,120.436630249023,801,11,614,11
"background",49.75,-14.4166666666667,20.8835315704346,9.28568744659424,65.1844482421875,209.393096923828,27.9277496337891,13.6824998855591,14.24524974823,23.1325416564941,18.9308757781982,23.1325416564941,18.103666305542,1964,297,55,56.1931610107422,867,218,867,241
"background",40.4166666666667,-15.4166666666667,24.8735008239746,11.0632076263428,67.6907653808594,191.872314453125,32.4512481689453,16.1075000762939,16.3437480926514,26.4780826568604,24.0602912902832,26.7819175720215,22.1980838775635,938,197,3,89.1868438720703,539,36,357,77
"background",48.9166666666667,-18.5833333333333,22.614782333374,9.45097923278809,63.07275390625,234.442626953125,29.8567504882812,14.8725004196167,14.9842500686646,25.2188758850098,20.5034999847412,25.2188758850098,19.6140422821045,2484,431,74,56.0694694519043,1152,305,1152,385
"background",46.4166666666667,-21.0833333333333,21.7268123626709,12.6280832290649,63.7798080444336,254.175521850586,30.8117504119873,11.0122499465942,19.7994995117188,24.1665840148926,18.1469593048096,24.1665840148926,18.1469593048096,1169,304,6,112.713317871094,775,22,775,22
"background",40.25,-15.5833333333333,25.103874206543,11.2349576950073,66.2604675292969,198.911834716797,33.1209983825684,16.1652507781982,16.9557476043701,26.7342071533203,24.2513332366943,27.1222076416016,22.332124710083,949,197,4,89.0341110229492,544,38,364,78
"background",46.9166666666667,-16.0833333333333,26.8539886474609,13.1199369430542,69.6766510009766,153.091552734375,35.3392486572266,16.50950050354,18.8297481536865,27.7346668243408,25.2128753662109,28.2961654663086,24.6226654052734,1464,432,2,125.697090148926,1043,7,347,7
"background",49.0833333333333,-15.25,21.0003547668457,11.6934995651245,68.3430786132812,230.895690917969,29.324499130249,12.2145004272461,17.1099987030029,23.1970405578613,17.7897090911865,23.1970405578613,17.7897090911865,1720,353,24,88.7344360351562,975,102,975,102
"background",47.9166666666667,-18.25,18.5640621185303,11.8334169387817,65.4992218017578,251.802536010742,26.9827499389648,8.91625022888184,18.066499710083,21.0132503509521,15.2796669006348,21.0132503509521,15.1483745574951,1270,312,12,106.717849731445,805,40,805,44
"background",47.25,-23.25,21.9566459655762,10.388708114624,61.4489250183105,257.450775146484,29.52174949646,12.6155004501343,16.90625,24.7363319396973,18.990291595459,24.7363319396973,18.5369167327881,1979,359,54,72.2420654296875,998,198,998,225
"background",48.25,-16.0833333333333,22.3419055938721,12.5161037445068,69.6441802978516,201.299514770508,30.8549995422363,12.8835000991821,17.9715003967285,24.1642913818359,20.3438339233398,24.2070007324219,19.607292175293,1273,376,0,130.112274169922,913,0,910,2
"background",48.5833333333333,-19.75,22.7879695892334,8.92539596557617,61.0440063476562,238.526489257812,29.7959995269775,15.174750328064,14.6212491989136,25.4435005187988,20.7466239929199,25.4435005187988,19.8038749694824,2638,412,71,52.926685333252,1174,307,1174,465
"background",48.5833333333333,-17.0833333333333,19.6099891662598,12.3005628585815,67.519660949707,247.833694458008,28.3854999542236,10.1677503585815,18.2177505493164,22.1248741149902,16.5138339996338,22.1256675720215,16.3566665649414,1122,259,9,100.870788574219,682,50,660,59
"background",45.0833333333333,-20.9166666666667,24.6819591522217,13.4950828552246,63.8050270080566,252.450592041016,33.9812507629395,12.8307495117188,21.1505012512207,26.9236240386963,21.1228332519531,27.04075050354,21.1228332519531,1040,282,3,120.800315856934,740,10,580,10
"background",45.9166666666667,-17.0833333333333,25.9493541717529,12.8427085876465,69.2534637451172,153.021057128906,34.2952499389648,15.7507495880127,18.5445003509521,26.7409172058105,24.0279998779297,27.4273338317871,23.7059993743896,1541,436,2,117.849380493164,1029,11,419,12
"background",49.5833333333333,-13.75,21.7106456756592,9.56537532806396,68.6046524047852,186.716918945312,28.3727493286133,14.4300003051758,13.9427490234375,23.5492916107178,19.2394161224365,23.632999420166,19.2394161224365,1649,274,37,68.828010559082,794,147,779,147
"background",45.75,-16.75,25.7927913665771,12.96262550354,69.5625076293945,152.603881835938,34.1167488098145,15.482250213623,18.6344985961914,26.6036243438721,23.9032497406006,27.2477912902832,23.5539588928223,1494,436,2,120.978927612305,1029,11,375,12
"background",40.25,-10.4166666666667,25.5161724090576,9.70700740814209,72.1277236938477,135.239547729492,31.6813125610352,18.2232322692871,13.458080291748,26.6646881103516,23.8061447143555,26.8571548461914,23.7047138214111,1140,205,13,81.3264465332031,574,53,486,54
"background",40.25,-13.0833333333333,25.476375579834,10.3474588394165,73.173454284668,131.749298095703,31.951000213623,17.8099994659424,14.1410007476807,26.5784168243408,24.7978324890137,26.787166595459,23.5879592895508,911,198,3,102.401336669922,561,18,365,29
"background",49.75,-15.5833333333333,23.497917175293,7.42916679382324,59.9126281738281,210.552490234375,29.9500007629395,17.5499992370605,12.4000015258789,25.5833339691162,22.5833320617676,25.9500007629395,20.8250007629395,3215,432,81,44.7883987426758,1236,311,1188,582
"background",45.0833333333333,-19.9166666666667,26.2802925109863,13.1275005340576,65.1885070800781,213.237167358398,34.8407516479492,14.7030000686646,20.137752532959,27.9639167785645,23.1882495880127,28.1499176025391,23.1882495880127,1109,313,2,119.679412841797,757,9,602,9
"background",48.75,-15.9166666666667,24.082218170166,11.5898962020874,68.2853164672852,211.791381835938,32.3427505493164,15.3699998855591,16.9727516174316,26.047248840332,21.279167175293,26.1180839538574,21.279167175293,1270,348,4,122.640609741211,879,16,879,16
"background",49.9166666666667,-13.25,25.9395313262939,8.15180587768555,68.1243515014648,150.109222412109,31.6472930908203,19.6812267303467,11.9660663604736,27.5043926239014,24.5231647491455,27.5439224243164,24.0080623626709,1545,240,58,52.4847984313965,668,202,631,212
"background",40.5833333333333,-11.0833333333333,25.6226692199707,9.59017753601074,71.6576232910156,143.334564208984,31.9309520721436,18.5476188659668,13.3833332061768,27.1184520721436,23.7839279174805,27.1184520721436,23.7839279174805,1076,199,9,84.6079254150391,554,41,554,41
"background",44.5833333333333,-21.5833333333333,24.5852699279785,13.4662084579468,62.5920448303223,278.470458984375,34.1522483825684,12.6379995346069,21.5142478942871,27.2039585113525,20.6975421905518,27.2820835113525,20.6975421905518,841,232,2,119.127174377441,588,9,480,9
"background",45.25,-21.75,25.6728858947754,14.1767292022705,60.9103355407715,298.934051513672,36.1882514953613,12.9134998321533,23.274751663208,28.2644996643066,21.4991664886475,28.55299949646,21.4991664886475,803,207,2,116.356216430664,560,11,458,11
"background",48.75,-13.25,26.5156097412109,9.49107933044434,69.4135360717773,136.302459716797,32.4647903442383,18.7915496826172,13.6732406616211,27.4258213043213,24.6960105895996,27.6467132568359,24.5687789916992,1843,468,16,110.763595581055,1197,50,838,56
"background",46.9166666666667,-17.9166666666667,22.2603855133057,12.8489379882812,68.0188827514648,195.61328125,30.8784999847412,11.9882497787476,18.890251159668,23.847583770752,19.4259166717529,23.9938335418701,19.4259166717529,1659,394,4,110.16138458252,1057,15,906,15
"background",46.25,-16.4166666666667,26.1194591522217,12.840916633606,69.9939651489258,145.380020141602,34.5737495422363,16.2280006408691,18.3457489013672,26.8264579772949,24.4053325653076,27.6041259765625,23.9999580383301,1527,444,3,122.503639221191,1063,14,375,14
"background",45.25,-22.9166666666667,22.7631874084473,14.0964584350586,64.9875946044922,270.611419677734,32.6592483520508,10.9682502746582,21.6909980773926,25.2202091217041,18.9152488708496,25.332124710083,18.9152488708496,770,188,4,103.306274414062,489,17,428,17
"background",43.75,-22.4166666666667,24.5852184295654,14.6336870193481,66.3900146484375,269.849487304688,34.2502517700195,12.2082500457764,22.0420017242432,27.3106670379639,20.847749710083,27.3106670379639,20.847749710083,714,177,2,112.88729095459,487,11,487,11
"background",48.25,-17.25,20.5162181854248,12.5468130111694,66.7090911865234,243.488265991211,29.5650005340576,10.7567501068115,18.8082504272461,22.9545421600342,17.541166305542,22.9545421600342,17.2386665344238,1173,292,6,110.417427062988,752,26,752,30
"background",49.0833333333333,-12.75,24.8199691772461,9.71389579772949,70.0403518676758,127.649528503418,31.3904991149902,17.5214996337891,13.8689994812012,25.7043743133545,23.6426658630371,25.9283752441406,22.9985427856445,1424,374,10,116.023010253906,952,41,675,43
"background",47.0833333333333,-24.0833333333333,17.8238639831543,10.4240627288818,62.9301338195801,252.642227172852,25.5062503814697,8.94174957275391,16.5645008087158,20.5294170379639,14.9239168167114,20.5294170379639,14.440375328064,1463,268,34,72.4009246826172,745,139,745,154
"background",45.0833333333333,-17.4166666666667,24.3394584655762,12.4769163131714,68.4332275390625,164.501403808594,32.2854995727539,14.0532503128052,18.232250213623,25.4844589233398,22.2337913513184,25.7397918701172,21.9158325195312,1497,382,2,108.741188049316,938,15,436,15
"background",43.9166666666667,-17.75,26.0897846221924,9.76935482025146,65.5519409179688,181.830612182617,32.322582244873,17.4193553924561,14.903226852417,27.7983875274658,23.5849456787109,27.7983875274658,23.5849456787109,1091,336,3,129.407699584961,789,10,789,10
"background",46.75,-15.9166666666667,26.8206462860107,12.8144578933716,68.553092956543,160.030090332031,35.0332489013672,16.3404998779297,18.6927490234375,27.7655410766602,25.080249786377,28.2845821380615,24.4798336029053,1509,439,6,121.269248962402,1048,22,766,22
"background",47.75,-20.75,20.7985000610352,9.88920783996582,61.687068939209,254.332046508789,28.2402496337891,12.2089996337891,16.03125,23.4414157867432,18.956916809082,23.5346260070801,17.455041885376,2172,384,59,69.4611053466797,1069,201,1018,260
"background",49.5833333333333,-15.5833333333333,23.0273666381836,8.85767650604248,63.2349166870117,221.717163085938,30.1041011810303,16.096529006958,14.0075721740723,25.5253410339355,22.1860675811768,25.5253410339355,20.1563606262207,2679,383,69,50.3983039855957,1118,273,1118,410
"background",49.75,-15.4166666666667,23.8119983673096,8.32039070129395,62.030086517334,213.024963378906,30.6468086242676,17.2333335876465,13.4134750366211,25.8888893127441,22.9376487731934,26.2754135131836,21.1092205047607,3428,448,85,43.877498626709,1300,330,1225,638
"background",40.9166666666667,-14.75,25.8333339691162,9.9166669845581,73.456787109375,146.46337890625,31.8999996185303,18.3999996185303,13.5,27.1666660308838,24.9166679382324,27.216667175293,23.7999992370605,801,189,3,107.212158203125,529,21,469,36
"background",46.9166666666667,-21.25,18.4133644104004,11.2878131866455,62.4412269592285,264.091918945312,26.7212505340576,8.64375019073486,18.0774993896484,21.0909156799316,14.7315835952759,21.0909156799316,14.7315835952759,1185,258,17,95.684700012207,706,56,706,56
"background",48.25,-20.0833333333333,21.6043853759766,9.68981266021729,61.8140258789062,251.260726928711,29.1655006408691,13.4897499084473,15.6757507324219,24.2832088470459,19.5765838623047,24.357250213623,18.4020004272461,2320,384,56,62.4755897521973,1104,224,1011,329
"background",49.0833333333333,-17.25,21.9235515594482,10.113353729248,65.012565612793,236.803970336914,29.4389991760254,13.8830003738403,15.5559988021851,24.5731239318848,19.8642501831055,24.5731239318848,18.9670829772949,2030,323,63,58.7989387512207,937,228,937,255
"background",40.25,-14.5833333333333,24.3582611083984,11.2727708816528,75.3728942871094,132.097259521484,31.2905006408691,16.3344993591309,14.9560012817383,25.5221672058105,22.8749160766602,25.6119155883789,22.5065422058105,905,206,5,108.13232421875,587,19,392,26
"background",48.5833333333333,-17.9166666666667,18.9647388458252,11.1331462860107,65.7103805541992,252.959655761719,26.9605007171631,10.017749786377,16.9427509307861,21.4741249084473,15.543083190918,21.4988746643066,15.543083190918,1256,264,15,94.1994476318359,728,72,726,72
"background",45.5833333333333,-15.75,26.6204166412354,10.3741664886475,70.3333358764648,136.763320922852,32.9900016784668,18.2400016784668,14.75,27.5750007629395,24.656665802002,27.7900009155273,24.656665802002,1422,421,11,119.277885437012,986,37,635,37
"background",47.4166666666667,-16.4166666666667,26.8327903747559,13.0761241912842,71.5441513061523,146.64176940918,35.2882499694824,17.0112495422363,18.2770004272461,27.7451667785645,24.7077484130859,28.2409992218018,24.7077484130859,1455,414,1,125.140068054199,1041,4,743,4
"background",47.4166666666667,-21.9166666666667,21.4297389984131,9.32535362243652,59.6374130249023,246.954071044922,28.4827499389648,12.8459997177124,15.6367502212524,24.0359172821045,19.7744159698486,24.0977077484131,18.1490001678467,1878,344,55,71.1242523193359,958,179,905,214
"background",40.0833333333333,-12.0833333333333,25.1625728607178,10.32981300354,76.2629165649414,119.972091674805,31.6292495727539,18.08424949646,13.5450000762939,26.1907081604004,24.3942089080811,26.3355407714844,23.4785003662109,1080,244,3,105.750190734863,678,17,452,25
"background",57.5833333333333,-20.0833333333333,23.5848999023438,6.85208940505981,56.6889038085938,207.414306640625,29.5233612060547,17.4361820220947,12.08717918396,25.9885082244873,22.7136745452881,25.9885082244873,21.0075969696045,1622,264,53,55.4108963012695,714,179,714,219
"background",44.9166666666667,-22.0833333333333,23.8807506561279,14.3792085647583,63.1692161560059,283.605743408203,34.2830009460449,11.5200004577637,22.7630004882812,26.4464168548584,19.8873329162598,26.6529998779297,19.8873329162598,783,205,3,112.608825683594,531,14,453,14
"background",44.0833333333333,-22.5833333333333,22.0725421905518,13.988166809082,64.2838592529297,277.490966796875,32.0622482299805,10.3022499084473,21.7599983215332,24.7304172515869,18.2043743133545,24.7517490386963,18.2043743133545,775,197,4,110.932075500488,520,15,438,15
"background",43.9166666666667,-21.5833333333333,24.6933650970459,12.7759790420532,65.0284576416016,255.561492919922,32.9537506103516,13.3070001602173,19.6467514038086,27.306999206543,21.1910820007324,27.306999206543,21.1910820007324,702,189,2,121.096435546875,500,8,500,8
"background",47.9166666666667,-17.9166666666667,19.4030933380127,12.3552713394165,65.8701858520508,246.188293457031,28.2842502593994,9.52725028991699,18.7569999694824,21.8058757781982,16.2906246185303,21.8058757781982,16.0610008239746,1289,320,9,108.970352172852,825,30,825,33
