"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Indri indri",48.753761,-18.676003,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749994,-18.67478,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751855,-18.66912,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752486,-18.6699,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757651,-18.675476,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757398,-18.674662,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751921,-18.669071,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747322,-18.680744,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749204,-18.6786,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.755483,-18.671223,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75531,-18.675958,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756376,-18.673301,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756342,-18.673279,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.753792,-18.67596,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747369,-18.680764,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747375,-18.680769,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749348,-18.677624,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.750531,-18.675776,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.746877,-18.680908,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.750513,-18.676191,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.750517,-18.676199,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751621,-18.673978,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749565,-18.675271,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.753626,-18.676015,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757194,-18.676727,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756518,-18.67279,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756516,-18.672799,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756388,-18.673282,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.755465,-18.671312,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.754031,-18.675751,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749221,-18.677884,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.74963,-18.675489,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75234,-18.67011,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75239,-18.669948,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.748982,-18.67981,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751852,-18.669134,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752154,-18.673172,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.742204,-18.686963,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.742223,-18.687014,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.742246,-18.687281,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.769136,-18.669823,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.769135,-18.669822,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.769135,-18.669823,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.758218,-18.668653,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.748791,-18.679981,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752196,-18.674092,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749598,-18.675445,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.754149,-18.675496,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756504,-18.677271,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.755962,-18.673771,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749292,-18.678471,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752007,-18.672244,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747168,-18.680667,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749112,-18.679651,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752259,-18.672795,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.748418,-18.680153,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749687,-18.675961,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752041,-18.672371,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751908,-18.66915,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752163,-18.672454,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.753781,-18.675881,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75575,-18.676799,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756299,-18.673311,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757077,-18.673833,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757607,-18.675547,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.74941,-18.677051,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752005,-18.671701,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751893,-18.669084,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752298,-18.669682,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747368,-18.680745,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.7496,-18.675297,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752026,-18.672395,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752052,-18.671385,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752135,-18.673335,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756251,-18.672642,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756426,-18.673097,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756397,-18.673147,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.755211,-18.674678,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.746184,-18.681923,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.746836,-18.680862,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747235,-18.680795,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747785,-18.680601,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751108,-18.674666,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749702,-18.676196,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756681,-18.677309,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757672,-18.675545,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756865,-18.673701,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75551,-18.671269,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756004,-18.672021,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.75634,-18.673211,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.7551,-18.674669,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.754886,-18.674988,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749262,-18.679369,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752238,-18.670714,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.752352,-18.670311,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751566,-18.673973,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749721,-18.676035,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747726,-18.676284,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.753702,-18.675945,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.757346,-18.674409,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756631,-18.673059,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.756144,-18.6735,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.753715,-18.675891,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747346,-18.680707,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.747317,-18.68072,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749267,-18.679411,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.749273,-18.677822,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
"Indri indri",48.751032,-18.67578,22.705020904541,9.758957862854,63.6872596740723,236.024795532227,30.0427494049072,14.7194995880127,15.3232498168945,25.3034172058105,20.6103744506836,25.3034172058105,19.6911659240723,2540,450,71,59.1339988708496,1211,305,1211,384
